id,layer,source_path,line,english,proposed_ja,status,reviewer,notes
1306,tui,app/tui/src/screens/mcp.ts,94,Add MCP Server,,translated,pr-4.5,
1307,tui,app/tui/src/screens/mcp.ts,95,Name:,,translated,pr-4.5,
1308,tui,app/tui/src/screens/mcp.ts,96,Type (local/http/sse):,,translated,pr-4.5,
1309,tui,app/tui/src/screens/mcp.ts,97,Command (for local):,,translated,pr-4.5,
1310,tui,app/tui/src/screens/mcp.ts,97,npx -y @some/mcp-server,,translated,pr-4.5,
1311,tui,app/tui/src/screens/mcp.ts,98,URL (for http/sse):,,translated,pr-4.5,
1312,tui,app/tui/src/screens/mcp.ts,99,Description:,,translated,pr-4.5,
1313,tui,app/tui/src/screens/mcp.ts,99,What this server does,,translated,pr-4.5,
1314,tui,app/tui/src/screens/mcp.ts,107,GitHub MCP Registry,,translated,pr-4.5,
1315,tui,app/tui/src/screens/mcp.ts,108,Search registry (Ctrl+Enter to search)...,,translated,pr-4.5,
1316,tui,app/tui/src/screens/mcp.ts,111,(Press Ctrl+Enter in search to load registry),,translated,pr-4.5,
1317,tui,app/tui/src/screens/mcp.ts,149,Loading...,,translated,pr-4.5,
1318,tui,app/tui/src/screens/mcp.ts,193,(No MCP servers configured),,translated,pr-4.5,
1319,tui,app/tui/src/screens/mcp.ts,197,[on],,translated,pr-4.5,
1320,tui,app/tui/src/screens/mcp.ts,197,[off],,translated,pr-4.5,
1321,tui,app/tui/src/screens/mcp.ts,198,"}`, description:",,translated,pr-4.5,
1322,tui,app/tui/src/screens/mcp.ts,203,Error: ${msg},,translated,pr-4.5,
1323,tui,app/tui/src/screens/mcp.ts,214,Type: ${s.type},,translated,pr-4.5,
1324,tui,app/tui/src/screens/mcp.ts,215,Yes,,translated,pr-4.5,
1325,tui,app/tui/src/screens/mcp.ts,215,"Enabled: ${s.enabled ? ""Yes"" : ""No""}",,translated,pr-4.5,
1326,tui,app/tui/src/screens/mcp.ts,217,"Command: ${s.command} ${(s.args || []).join("" "")}",,translated,pr-4.5,
1327,tui,app/tui/src/screens/mcp.ts,218,URL: ${s.url},,translated,pr-4.5,
1328,tui,app/tui/src/screens/mcp.ts,219,"Tools: ${s.tools.map((t) => t.name).join("", "")}",,translated,pr-4.5,
1329,tui,app/tui/src/screens/mcp.ts,248,Enabled,,translated,pr-4.5,
1330,tui,app/tui/src/screens/mcp.ts,248,Disabled,,translated,pr-4.5,
1331,tui,app/tui/src/screens/mcp.ts,248,"\x1b[32m${enable ? ""Enabled"" : ""Disabled""} ${s.name}\x1b[0m",,translated,pr-4.5,
1332,tui,app/tui/src/screens/mcp.ts,251,\x1b[31m${err instanceof Error ? err.message : err}\x1b[0m,,translated,pr-4.5,
1333,tui,app/tui/src/screens/mcp.ts,260,\x1b[32mRemoved ${s.name}\x1b[0m,,translated,pr-4.5,
1334,tui,app/tui/src/screens/mcp.ts,263,\x1b[31m${err instanceof Error ? err.message : err}\x1b[0m,,translated,pr-4.5,
1335,tui,app/tui/src/screens/mcp.ts,271,\x1b[31mName and type are required\x1b[0m,,translated,pr-4.5,
1336,tui,app/tui/src/screens/mcp.ts,283,\x1b[32mAdded ${name}\x1b[0m,,translated,pr-4.5,
1337,tui,app/tui/src/screens/mcp.ts,289,\x1b[31m${err instanceof Error ? err.message : err}\x1b[0m,,translated,pr-4.5,
1338,tui,app/tui/src/screens/mcp.ts,295,Searching registry...,,translated,pr-4.5,
1339,tui,app/tui/src/screens/mcp.ts,300,(No results),,translated,pr-4.5,
1340,tui,app/tui/src/screens/mcp.ts,308,Found ${this.registryServers.length} servers,,translated,pr-4.5,
1341,tui,app/tui/src/screens/mcp.ts,310,\x1b[31m${err instanceof Error ? err.message : err}\x1b[0m,,translated,pr-4.5,
1342,tui,app/tui/src/screens/profile.ts,45,Agent Profile,,translated,PR-4.4,
1343,tui,app/tui/src/screens/profile.ts,51,Edit Profile,,translated,PR-4.4,
1344,tui,app/tui/src/screens/profile.ts,52,Name:,,translated,PR-4.4,
1345,tui,app/tui/src/screens/profile.ts,52,Agent name,,translated,PR-4.4,
1346,tui,app/tui/src/screens/profile.ts,53,Location:,,translated,PR-4.4,
1347,tui,app/tui/src/screens/profile.ts,53,Agent location,,translated,PR-4.4,
1348,tui,app/tui/src/screens/profile.ts,54,Emotional State:,,translated,PR-4.4,
1349,tui,app/tui/src/screens/profile.ts,54,"e.g. curious, focused",,translated,PR-4.4,
1350,tui,app/tui/src/screens/profile.ts,60,Save Profile,,translated,PR-4.4,
1351,tui,app/tui/src/screens/profile.ts,61,Refresh,,translated,PR-4.4,
1352,tui,app/tui/src/screens/profile.ts,126,(not set),,translated,PR-4.4,
1353,tui,app/tui/src/screens/profile.ts,126,"Name: ${p.name || ""(not set)""}",,translated,PR-4.4,
1354,tui,app/tui/src/screens/profile.ts,127,(not set),,translated,PR-4.4,
1355,tui,app/tui/src/screens/profile.ts,127,"Location: ${p.location || ""(not set)""}",,translated,PR-4.4,
1356,tui,app/tui/src/screens/profile.ts,128,(not set),,translated,PR-4.4,
1357,tui,app/tui/src/screens/profile.ts,128,"Emotional State: ${p.emotional_state || ""(not set)""}",,translated,PR-4.4,
1358,tui,app/tui/src/screens/profile.ts,129,"Identity: ${p.identity || """"}",,translated,PR-4.4,
1359,tui,app/tui/src/screens/profile.ts,132,Preferences:,,translated,PR-4.4,
1360,tui,app/tui/src/screens/profile.ts,138,Memory:,,translated,PR-4.4,
1361,tui,app/tui/src/screens/profile.ts,148,\x1b[31mError: ${msg}\x1b[0m,,translated,PR-4.4,
1362,tui,app/tui/src/screens/profile.ts,163,Profile updated,,translated,PR-4.4,
1363,tui,app/tui/src/screens/profile.ts,163,"\x1b[32m${r.message || ""Profile updated""}\x1b[0m",,translated,PR-4.4,
1364,tui,app/tui/src/screens/profile.ts,166,\x1b[31m${err instanceof Error ? err.message : err}\x1b[0m,,translated,PR-4.4,
1365,tui,app/tui/src/screens/setup.ts,42,Authentication,,translated,PR-4.3,
1366,tui,app/tui/src/screens/setup.ts,48,Actions,,translated,PR-4.3,
1367,tui,app/tui/src/screens/setup.ts,51,Azure Login,,translated,PR-4.3,
1368,tui,app/tui/src/screens/setup.ts,51,Log in to Azure,,translated,PR-4.3,
1369,tui,app/tui/src/screens/setup.ts,52,Azure Logout,,translated,PR-4.3,
1370,tui,app/tui/src/screens/setup.ts,52,Log out from Azure,,translated,PR-4.3,
1371,tui,app/tui/src/screens/setup.ts,53,Deploy Foundry,,translated,PR-4.3,
1372,tui,app/tui/src/screens/setup.ts,53,Deploy AI models via Bicep,,translated,PR-4.3,
1373,tui,app/tui/src/screens/setup.ts,54,Start Tunnel,,translated,PR-4.3,
1374,tui,app/tui/src/screens/setup.ts,54,Start dev tunnel,,translated,PR-4.3,
1375,tui,app/tui/src/screens/setup.ts,55,Run Smoke Test,,translated,PR-4.3,
1376,tui,app/tui/src/screens/setup.ts,55,Test Copilot connectivity,,translated,PR-4.3,
1377,tui,app/tui/src/screens/setup.ts,56,Save Configuration,,translated,PR-4.3,
1378,tui,app/tui/src/screens/setup.ts,56,Save bot and channel config,,translated,PR-4.3,
1379,tui,app/tui/src/screens/setup.ts,57,Deploy Infrastructure,,translated,PR-4.3,
1380,tui,app/tui/src/screens/setup.ts,57,Provision Azure resources,,translated,PR-4.3,
1381,tui,app/tui/src/screens/setup.ts,58,Decommission Infrastructure,,translated,PR-4.3,
1382,tui,app/tui/src/screens/setup.ts,58,Remove Azure resources,,translated,PR-4.3,
1383,tui,app/tui/src/screens/setup.ts,59,Run Preflight Checks,,translated,PR-4.3,
1384,tui,app/tui/src/screens/setup.ts,59,Verify all prerequisites,,translated,PR-4.3,
1385,tui,app/tui/src/screens/setup.ts,74,Bot Configuration,,translated,PR-4.3,
1386,tui,app/tui/src/screens/setup.ts,75,Resource Group:,,translated,PR-4.3,
1387,tui,app/tui/src/screens/setup.ts,81,Bot Display Name:,,translated,PR-4.3,
1388,tui,app/tui/src/screens/setup.ts,84,Telegram Token (optional):,,translated,PR-4.3,
1389,tui,app/tui/src/screens/setup.ts,85,Bot token from @BotFather,,translated,PR-4.3,
1390,tui,app/tui/src/screens/setup.ts,87,Telegram Whitelist (optional):,,translated,PR-4.3,
1391,tui,app/tui/src/screens/setup.ts,88,comma-separated usernames,,translated,PR-4.3,
1392,tui,app/tui/src/screens/setup.ts,97,Infrastructure Status,,translated,PR-4.3,
1393,tui,app/tui/src/screens/setup.ts,154,\x1b[32m●\x1b[0m,,translated,PR-4.3,
1394,tui,app/tui/src/screens/setup.ts,154,\x1b[31m●\x1b[0m,,translated,PR-4.3,
1395,tui,app/tui/src/screens/setup.ts,156,} (${s.azure?.subscription ??,,translated,PR-4.3,
1396,tui,app/tui/src/screens/setup.ts,156,Azure Login,,translated,PR-4.3,
1397,tui,app/tui/src/screens/setup.ts,156,": ""Not logged in -- run 'Azure Login' below""}",,translated,PR-4.3,
1398,tui,app/tui/src/screens/setup.ts,157,Active,,translated,PR-4.3,
1399,tui,app/tui/src/screens/setup.ts,157,Not active -- run 'Start Tunnel' below,,translated,PR-4.3,
1400,tui,app/tui/src/screens/setup.ts,157,Start Tunnel,,translated,PR-4.3,
1401,tui,app/tui/src/screens/setup.ts,161,\x1b[31m Error loading status: ${msg}\x1b[0m,,translated,PR-4.3,
1402,tui,app/tui/src/screens/setup.ts,179,not running,,translated,PR-4.3,
1403,tui,app/tui/src/screens/setup.ts,179,"Tunnel: ${prov.tunnel.active ? prov.tunnel.url : ""not running""}",,translated,PR-4.3,
1404,tui,app/tui/src/screens/setup.ts,180,not deployed,,translated,PR-4.3,
1405,tui,app/tui/src/screens/setup.ts,180,Bot: ${prov.bot.deployed ?,,translated,PR-4.3,
1406,tui,app/tui/src/screens/setup.ts,180,": ""not deployed""}",,translated,PR-4.3,
1407,tui,app/tui/src/screens/setup.ts,182,not provisioned,,translated,PR-4.3,
1408,tui,app/tui/src/screens/setup.ts,182,"Telegram: ${channels.telegram.live ? ""live"" : ""not provisioned""}",,translated,PR-4.3,
1409,tui,app/tui/src/screens/setup.ts,185,Could not load.,,translated,PR-4.3,
1410,tui,app/tui/src/screens/setup.ts,193,Telegram: \x1b[32mConfigured\x1b[0m,,translated,PR-4.3,
1411,tui,app/tui/src/screens/setup.ts,196,Telegram: \x1b[90mNot configured\x1b[0m,,translated,PR-4.3,
1412,tui,app/tui/src/screens/setup.ts,225,Starting Azure login...,,translated,PR-4.3,
1413,tui,app/tui/src/screens/setup.ts,229,\x1b[32mAlready logged in as ${r.user}\x1b[0m,,translated,PR-4.3,
1414,tui,app/tui/src/screens/setup.ts,231,Open ${r.url} and enter code: \x1b[1m${r.code}\x1b[0m Waiting for completion...,,translated,PR-4.3,
1415,tui,app/tui/src/screens/setup.ts,234,Login started -- check terminal,,translated,PR-4.3,
1416,tui,app/tui/src/screens/setup.ts,239,\x1b[31mError: ${msg}\x1b[0m,,translated,PR-4.3,
1417,tui,app/tui/src/screens/setup.ts,249,\x1b[32mAzure login successful!\x1b[0m,,translated,PR-4.3,
1418,tui,app/tui/src/screens/setup.ts,255,\x1b[33mLogin timed out. Try again.\x1b[0m,,translated,PR-4.3,
1419,tui,app/tui/src/screens/setup.ts,261,Logged out from Azure.,,translated,PR-4.3,
1420,tui,app/tui/src/screens/setup.ts,265,\x1b[31m${msg}\x1b[0m,,translated,PR-4.3,
1421,tui,app/tui/src/screens/setup.ts,270,Deploying Foundry infrastructure via Bicep...,,translated,PR-4.3,
1422,tui,app/tui/src/screens/setup.ts,279,"\x1b[32mFoundry deployed!\x1b[0m Endpoint: ${body.foundry_endpoint} Models: ${(body.deployed_models || []).join("", "")}",,translated,PR-4.3,
1423,tui,app/tui/src/screens/setup.ts,281,unknown error,,translated,PR-4.3,
1424,tui,app/tui/src/screens/setup.ts,281,"\x1b[31mDeployment failed: ${body.error || ""unknown error""}\x1b[0m",,translated,PR-4.3,
1425,tui,app/tui/src/screens/setup.ts,286,\x1b[31mError: ${msg}\x1b[0m,,translated,PR-4.3,
1426,tui,app/tui/src/screens/setup.ts,291,Starting tunnel...,,translated,PR-4.3,
1427,tui,app/tui/src/screens/setup.ts,295,Bot endpoint updated,,translated,PR-4.3,
1428,tui,app/tui/src/screens/setup.ts,295,"\x1b[32mTunnel started: ${r.url}\x1b[0m${r.endpoint_updated ? "" Bot endpoint updated"" : """"}",,translated,PR-4.3,
1429,tui,app/tui/src/screens/setup.ts,297,\x1b[31m${r.message}\x1b[0m,,translated,PR-4.3,
1430,tui,app/tui/src/screens/setup.ts,302,\x1b[31m${msg}\x1b[0m,,translated,PR-4.3,
1431,tui,app/tui/src/screens/setup.ts,307,Running smoke test...,,translated,PR-4.3,
1432,tui,app/tui/src/screens/setup.ts,315,\x1b[32m✓\x1b[0m,,translated,PR-4.3,
1433,tui,app/tui/src/screens/setup.ts,315,\x1b[31m✗\x1b[0m,,translated,PR-4.3,
1434,tui,app/tui/src/screens/setup.ts,321,\x1b[31m${msg}\x1b[0m,,translated,PR-4.3,
1435,tui,app/tui/src/screens/setup.ts,326,Saving configuration...,,translated,PR-4.3,
1436,tui,app/tui/src/screens/setup.ts,346,\x1b[31m${msg}\x1b[0m,,translated,PR-4.3,
1437,tui,app/tui/src/screens/setup.ts,351,\x1b[33mDeploying infrastructure... This may take several minutes.\x1b[0m,,translated,PR-4.3,
1438,tui,app/tui/src/screens/setup.ts,358,\x1b[31m${msg}\x1b[0m,,translated,PR-4.3,
1439,tui,app/tui/src/screens/setup.ts,363,\x1b[33mDecommissioning infrastructure...\x1b[0m,,translated,PR-4.3,
1440,tui,app/tui/src/screens/setup.ts,370,\x1b[31m${msg}\x1b[0m,,translated,PR-4.3,
1441,tui,app/tui/src/screens/setup.ts,375,Running preflight checks...,,translated,PR-4.3,
1442,tui,app/tui/src/screens/setup.ts,380,Bot Credentials,,translated,PR-4.3,
1443,tui,app/tui/src/screens/setup.ts,381,JWT Validation,,translated,PR-4.3,
1444,tui,app/tui/src/screens/setup.ts,383,Tenant ID,,translated,PR-4.3,
1445,tui,app/tui/src/screens/setup.ts,384,Endpoint Auth,,translated,PR-4.3,
1446,tui,app/tui/src/screens/setup.ts,385,Telegram Security,,translated,PR-4.3,
1447,tui,app/tui/src/screens/setup.ts,386,ACS / Voice,,translated,PR-4.3,
1448,tui,app/tui/src/screens/setup.ts,387,ACS Callback Security,,translated,PR-4.3,
1449,tui,app/tui/src/screens/setup.ts,391,\x1b[32m✓\x1b[0m,,translated,PR-4.3,
1450,tui,app/tui/src/screens/setup.ts,391,\x1b[31m✗\x1b[0m,,translated,PR-4.3,
1451,tui,app/tui/src/screens/setup.ts,397,\x1b[31m${msg}\x1b[0m,,translated,PR-4.3,
1452,tui,app/tui/src/screens/setup.ts,405,\x1b[32m${msg}\x1b[0m,,translated,PR-4.3,
1453,tui,app/tui/src/screens/setup.ts,406,\x1b[31m${msg}\x1b[0m,,translated,PR-4.3,
1454,tui,app/tui/src/ui/target-picker.ts,79,Reconnect,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1455,tui,app/tui/src/ui/target-picker.ts,79,Deploy fresh,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1456,tui,app/tui/src/ui/target-picker.ts,79,Remove,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1457,tui,app/tui/src/ui/target-picker.ts,82,Local Docker,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1458,tui,app/tui/src/ui/target-picker.ts,82,Build and run locally (default),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1459,tui,app/tui/src/ui/target-picker.ts,83,Azure Container Apps \x1b[32m(experimental)\x1b[0m,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1460,tui,app/tui/src/ui/target-picker.ts,83,"Deploy to Azure (persistent, cloud-hosted)",,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1461,tui,app/tui/src/ui/target-picker.ts,83,Checking...,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1462,tui,app/tui/src/ui/target-picker.ts,107,|| sequence ===,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1463,tui,app/tui/src/ui/target-picker.ts,121,Done. Exiting.,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1464,tui,app/tui/src/ui/target-picker.ts,122,Removal failed: ${(err as Error).message},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1465,tui,app/tui/src/ui/target-picker.ts,150,Deployment Target,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1466,tui,app/tui/src/ui/target-picker.ts,153,"Use arrow keys to select, Enter to confirm, Ctrl+C to quit",,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1467,tui,app/tui/src/ui/target-picker.ts,174,\u25b6,\u25b6,approved,PR-4.0,noise: braille spinner frame — no translation needed
1468,tui,app/tui/src/ui/target-picker.ts,175,: ` [${opt.detail ||,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1469,tui,app/tui/src/ui/target-picker.ts,175,"[${opt.detail || ""unavailable""}]",,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1470,tui,app/tui/src/ui/target-picker.ts,193,\u25b6 ${label},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1471,tui,app/tui/src/ui/target-picker.ts,209,az CLI not installed,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1472,tui,app/tui/src/ui/target-picker.ts,212,Azure CLI is required for ACA. Install from https://aka.ms/installazurecli,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1473,tui,app/tui/src/ui/target-picker.ts,221,not logged in (run: az login),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1474,tui,app/tui/src/ui/target-picker.ts,224,"Run 'az login' first, then restart the CLI.",,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1475,tui,app/tui/src/ui/target-picker.ts,224,az login,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1476,tui,app/tui/src/ui/target-picker.ts,233,Deploy to Azure (${loginResult.account}),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1477,tui,app/tui/src/ui/target-picker.ts,239,Existing deployment found: ${acaExisting.appName} (${acaExisting.fqdn}),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1478,tui,app/tui/src/ui/target-picker.ts,246,Logged in as ${loginResult.account},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1479,tui,app/tui/src/ui/tui.ts,63,[${new Date().toISOString()}] ${label}: ${err instanceof Error ? err.stack || err.message : String(err)},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1480,tui,app/tui/src/ui/tui.ts,66,uncaughtException,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1481,tui,app/tui/src/ui/tui.ts,67,unhandledRejection,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1482,tui,app/tui/src/ui/tui.ts,142,\x1b,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1483,tui,app/tui/src/ui/tui.ts,142,\x1b\x1b,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1484,tui,app/tui/src/ui/tui.ts,149,|| sequence ===,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1485,tui,app/tui/src/ui/tui.ts,153,/model ${selected.id},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1486,tui,app/tui/src/ui/tui.ts,154,Switching to ${selected.name || selected.id}...,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1487,tui,app/tui/src/ui/tui.ts,160,\x1b,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1488,tui,app/tui/src/ui/tui.ts,160,\x1b\x1b,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1489,tui,app/tui/src/ui/tui.ts,168,|| sequence ===,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1490,tui,app/tui/src/ui/tui.ts,174,New session started.,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1491,tui,app/tui/src/ui/tui.ts,179,Resuming session ${entry.id}...,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1492,tui,app/tui/src/ui/tui.ts,186,\x1b,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1493,tui,app/tui/src/ui/tui.ts,186,\x1b\x1b,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1494,tui,app/tui/src/ui/tui.ts,193,|| lower ===,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1495,tui,app/tui/src/ui/tui.ts,199,Approved,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1496,tui,app/tui/src/ui/tui.ts,199,Denied,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1497,tui,app/tui/src/ui/tui.ts,286,", fg:",,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1498,tui,app/tui/src/ui/tui.ts,290,pb-f-${i},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1499,tui,app/tui/src/ui/tui.ts,324,)}${pending.length > 3 ?,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1500,tui,app/tui/src/ui/tui.ts,325,All systems go,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1501,tui,app/tui/src/ui/tui.ts,350,dot-${item.key},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1502,tui,app/tui/src/ui/tui.ts,350,● ${item.label},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1503,tui,app/tui/src/ui/tui.ts,356,Admin,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1504,tui,app/tui/src/ui/tui.ts,356,Runtime,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1505,tui,app/tui/src/ui/tui.ts,357,dot-${ctr.key},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1506,tui,app/tui/src/ui/tui.ts,357,● ${ctr.label},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1507,tui,app/tui/src/ui/tui.ts,361,│ ${target.name},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1508,tui,app/tui/src/ui/tui.ts,363,│ ${currentModelName},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1509,tui,app/tui/src/ui/tui.ts,389,│ ${currentModelName},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1510,tui,app/tui/src/ui/tui.ts,445,Opening admin UI for setup: ${adminUrl},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1511,tui,app/tui/src/ui/tui.ts,492,Log,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1512,tui,app/tui/src/ui/tui.ts,495,(Tab to minimize),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1513,tui,app/tui/src/ui/tui.ts,573,Log,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1514,tui,app/tui/src/ui/tui.ts,574,(Tab to minimize),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1515,tui,app/tui/src/ui/tui.ts,579,Log (${lineCount} lines),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1516,tui,app/tui/src/ui/tui.ts,580,(Tab to expand),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1517,tui,app/tui/src/ui/tui.ts,594,Chat,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1518,tui,app/tui/src/ui/tui.ts,615,Waiting for server... (Ctrl+C to quit),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1519,tui,app/tui/src/ui/tui.ts,631,) && !val.includes(,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1520,tui,app/tui/src/ui/tui.ts,671,\u25b6,\u25b6,approved,PR-4.0,noise: braille spinner frame — no translation needed
1521,tui,app/tui/src/ui/tui.ts,681,... ${extra} more (keep typing to filter),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1522,tui,app/tui/src/ui/tui.ts,711,\u25b6,\u25b6,approved,PR-4.0,noise: braille spinner frame — no translation needed
1523,tui,app/tui/src/ui/tui.ts,750,You,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1524,tui,app/tui/src/ui/tui.ts,750,Bot,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1525,tui,app/tui/src/ui/tui.ts,750,[tool],,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1526,tui,app/tui/src/ui/tui.ts,750,[error],,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1527,tui,app/tui/src/ui/tui.ts,750,[system],,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1528,tui,app/tui/src/ui/tui.ts,759,Bot: ${text},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1529,tui,app/tui/src/ui/tui.ts,764,Bot: ${text},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1530,tui,app/tui/src/ui/tui.ts,774,\u25b6,\u25b6,approved,PR-4.0,noise: braille spinner frame — no translation needed
1531,tui,app/tui/src/ui/tui.ts,775,\u2713,\u2713,approved,PR-4.0,noise: braille spinner frame — no translation needed
1532,tui,app/tui/src/ui/tui.ts,776,(${m.billing_multiplier}x),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1533,tui,app/tui/src/ui/tui.ts,805,Loading models...,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1534,tui,app/tui/src/ui/tui.ts,808,Authorization,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1535,tui,app/tui/src/ui/tui.ts,808,Bearer ${secret},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1536,tui,app/tui/src/ui/tui.ts,810,Failed to fetch models (${res.status}),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1537,tui,app/tui/src/ui/tui.ts,813,No models available.,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1538,tui,app/tui/src/ui/tui.ts,815,Failed to fetch models: ${err instanceof Error ? err.message : err},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1539,tui,app/tui/src/ui/tui.ts,833,"Select Model (arrows to move, Enter to select, Esc to cancel)",,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1540,tui,app/tui/src/ui/tui.ts,834,\u2500,\u2500,approved,PR-4.0,noise: braille spinner frame — no translation needed
1541,tui,app/tui/src/ui/tui.ts,858,\u25b6,\u25b6,approved,PR-4.0,noise: braille spinner frame — no translation needed
1542,tui,app/tui/src/ui/tui.ts,887,Loading sessions...,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1543,tui,app/tui/src/ui/tui.ts,890,Authorization,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1544,tui,app/tui/src/ui/tui.ts,890,Bearer ${secret},,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1545,tui,app/tui/src/ui/tui.ts,892,Failed to fetch sessions (${res.status}),,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1546,tui,app/tui/src/ui/tui.ts,895,+ New session,,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
1547,tui,app/tui/src/ui/tui.ts,901,"""${fmsg.slice(0, 35)}${fmsg.length > 35 ? ""..."" : """"}""",,translated,PR-4.2,PR-4.2 translated in source file (TUI Phase 4)
